,Unnamed: 0.1,Unnamed: 0,Titre,Auteur,Type,Langue,Texte
10,10,10,Une maîtrese gifle pour la Corse,P. B.,article,fra,gouvernement maintient tete departement m marier accuse d assassinat n question monde entier l affaire philippe baudet corse l action francaise n lue d ailleurs service achats fort bien style rafle stock l edition journal quil traite epineux sujet d inities courant scandale faits 24 novembre 1923 philippe baudet jeune homme 15 ans fils leon baudet ancien depute directeur reaction francaise trouvait mort boutique libraire flotter louche individu condamne uneaffaire moeurs indicateur surete suicide annonca police assassinat affirma leon baudet prouvant presence lieux drame policiers moment malheureux enfant s d balle browning mois l infos pere luttant indomptable energie contre gouvernement opposait force d inertie d justice anesthesiee accumule faits troublants complet silence dune presse stipendiee parvenait emouvoir fortement l opinion publique m marier epoque directeur surete subordonnes lances derange colombe hauts fonctionnaires police furent formellement accuses leader royaliste davoir organise raisons politiques l assassinat jeune fils virulence pere crucifie d honnete homme convaincu leon baudet accable jour precisions epithetes m marier ordres place beaucou rien n fit portes cour d assise persistent point s ouvrir tirer clair chapitre mysteres paris gouvernement fit sourde oreille sanction parait ete prise minis pere cartelliste d fendu l oreille m marier l envoye disgrace ile constitue corses humiliant outrages qu administrateur m marier infiniment superieur inenarrable predecesseur prefet corse homme aimable relations qu acharne labeur dignite ordonnent imperieusement lumiere faite sombre affaire cour d assise pourra laver fonctionnaires pese redoutable accusation correction elementaire commande m marier solliciter mise disponibilite appartient ministre chautemps prendre l initiative geste cas improbable sommes convaincus subordonne nen formulerais desir mesure s impose d autant leon baudet vient deposer plainte formelle centaines journaux opinions reclament poursuites juges apprennent pays occurrence criminels diffamateur s faut croire directeur l action francaise drame pris proportions d affaire d etat m marier protege services haute importance dun genre special rendus fils lances gendre poincare jouissaient dictature bloc national d totale immunite arrivee pouvoir bloc gauches voyant l affaire philippe baudet admirable moyen d intimider chefs l opposition decide d agir d commencement d execution dedommage directeur surete marier pression ancien president conseil amena conclure pacte gouvernement harriet l affaire etouffee ailleurs attaques leon baudet atteignent rare degre virulence 5 fevrier l action francaise publiait portrait prefet corse legende marier prefet corse assassin chef l'edification lecteurs extraits journal n 7 8 fevrier corse ancien directeur surete arrive paris comprenant fois sanglant torchon file vient doute concerner complices lances derange procedure l accusation formelle leon baudet choix avocats l immonde bandit reintegre repaire 101 rue ranelagh rappelle qu mois d octobre dernier protege milleraand sauveteur jean millerand venu paris combiner indicateur colorer pseudo suicide policiere germaine benton amoureuse memoire philippe baudet fable grotesque tomba plat x hier l assassin marier 101 rue ranelagh paris venant corse lances derange communiquent ensemble journellement grace faiblesse chautemps maintient sanglante trilogie fonctions depit l evidence communiquent colombe sidecar numero orne d inspecteur surete chemin vert geindre tantot 38 boulevard richardlenoir observer mouvements rue ef donner l alerte copains qu voit suite s impose exigeons gouvernement remplacement immediat prefet marier maintien corse accentue jour nouvel outrage inflige populations insulaires sommes d ailleurs monsieur marier derniers mois s rendu fois paris actuellement trop soucieux honneur entreprendre frequents voyages supplier ministre delivrer mutisme imposent devoirs charge placant disponibilite mettre branle l appareil judiciaire lumiere lumiere fasse l president millerand republique lex president assassin marier prefet tient permanence tantot rue marseille
11,11,11,Nutizie di Corsica,Inconnu,article,cos,aiacciu tante vittime vapore saigon annigatu mare china truvavanu amicu ghiuvanni sabiani sicondu battellu andria tessarech nipote aghiuntu mortu 44 sgio lavighiu damien prufessore normale istitutori aiacciu mortu 58 sgio ghiuvan santu bartoli anzianu cunsigliere municipale aiacciu statu focu numaru 4 corsu grandval anzianu consule talianu leccia disguasti pucchissimi carghiaca mortu 92 sgio serra francescu stitutore ritiratta casabianca mortu ponte leccia sgio petru campana percittore morosaglia ponte leccia morta madama poli moglia capu stazione ponte leccia ruglianu mortu viaghiu nantu battellu lafayette havanea s nazaire sgio bastini jaseppu sarula carcupinu mortu 28 sgio alfonsu bastianaggi sarte morta algeria madama perrucca nunziata nata peraldi tavera morta marseglia madama veduva chioselli nata costantini venacu mortu 76 sgio dumenicu tomasi zalana morta 22 madamicella franceschi marta curra matrimoniu madamicella peraldi jacuminetta aiutante casalta antone corte suldatu arrigo petru nizza statu tombu disgrazia altru suldatu fendu eserciziu piana purrette mortu sgio dumenicu pulicani pruprietariu coti chiavari mortu sgio parlu luiggi stitutore petrali isula rossa morta pariggi madamicella agnula bacciochi pietralba morta issoudun madama an pisson moglia capitanu gendarmeria
12,12,12,Trois Mélodies de l’Ile de Corse,Inconnu,annonce,fra,c titre d brochure musicale amis poete ch giovanni compositeur xavier tomas publiee collaboration comporte papier luxe richement ecartees melodies essentiellement corses nana cuscione berceuse zilimbrina vecu rideau voler viole chant vendetta felicitons bien cordialement auteurs belle publication amateurs musique corse fervents d art regionaliste voudront procurer m desmond 12 rue jeune anacharsis moyennant modique somme 6 francs ajoutons musique recueillie harmonise m xavier tomas adaptee piano chant
13,13,13,GIURNALI CORSI,Inconnu,revue de presse,fra,l evil corse 4 2 25 mise sommeil comites comite poche pisciculture situation jour premiere reunion echange vues ete solennellement reconnu situation rivieres l ile appelait mesures urgentes remedier peuplement grand nombre rivieres l ile systeme torrente c esta presque assechees ete debordant contraire hiver freres naturelles soumises accidents chef reempoissonnement rendu difficile oubliez charrient materiaux sable terre poissons particulierement petits detruits constatations comite decide presenter ministre projet creation departement dun modeste etablissement pisciculture remedier situation ameliorera deuxieme reunion comite siege ete consciencieusement l eternel motif qu n rien faire corse projet presente eut honneurs d ajournement size die evidemment deplorable procede dilatoire perpetue prive corse ameliorations copieusement dotes departements gratuitement jeu larges subventions qu accorde l etat departements interet n faire qu modeste effort etablissant desir ameliorer conditions economiques subventionnes puissance peutetre occulte obtenir comites citer attendre doute d heureuses suggestions soient mis sommeil bien moyen mettre couvre bonnes volontes s offrent amener relevement economique s occupe jamais pis tan fi mieux saurais mieux conclure lucien ciro gene jeune corse 7 2 25 reseaux c f d corse tete 7 semaine 4 16 janvier recettes reseau corse 299 kilometres elevees 69 361 fr 234 fr 35 kilometre represente rapport semaine correspondante l annee 1924 augmentation 7 075 fr 11 fr 36 kilometre partir 1 janvier recettes elevees 144 581 fr contre 129 465 fr 1924 difference faveur 1925 15 115 fr 11 fr 67 kilometre 1 janvier situation compagnie chemins fer departementale presente reseau chantes 4 14 reseau vivrais 10 27 ligne colere 7 kilometre cest reseau corse arrive tete avance appreciable reseaux compagnie c f d senta ok corse 1 2 25 langue corse ilya bientot siecles muratori corses ete premiers ecrire langue doutait dialecte corse fut mieux conserves occident mediterraneen premiers habitants contrees reprises langue corse preoccupe intelligences donne lieu manifestations l esprit fort interessantes 1837 dialecte corse avantage traite corrompu dialectes italiens infiniment intelligible jargon naples genes cologne milan gracieux venitien milieu revolutions systemeslinguistiques actuels continue valery voyage corse 1837 haute fortune attend dialecte celebre auteur strip enrichi popol italian cru rencontrer racines anciennes langues impliques montreront promenades corse 1840 ajoute l italien qu corse c presque langue toscane gregorovius ecrit belles pages pays trouve grandes analogies langue transtevere tommaso declare tour dialecte corse pur dialectes italiens l encyclopedie siecle exprimant pensee mele mots origine mauresque opinion identique g live corrida cosimo 1885 f lena pasquale poli guerre d independence corrida 1890 fatiguer lecteur cessons enumeration d auteurs l unanimite declarent corse dialecte italien annees ardente croisade menee chaleur fiction patriotiques plaide fougueux regionalistes ecrivains dialectale valeur quinous preoccupation politique uniquement nom science langage amour terroir pronent maintien langue corse demandent reconnue signee officiellement ecoles insulaires l histoire pays titre francais journal ouvra ame mouvement naissant l interet saurait meconnu aucun corse patrimoine moral d peuple n sauvegarde langue c vertu principe elementaire provencaux maintenir difficultes qu rencontrees chemin ete province provinciaux corse corses x tomas
14,14,14,ALTRI JURNALI,Inconnu,revue de presse,fra,action francaise fous avril 1914 parti socialiste menait campagne electorale ignoble dessin paul ponce folie armements mois tard centaines milliers soldats francais tombaient surcroit faute canons d obus fevrier 1925 dessinateur depute paul ponce nomme secretaire commission armee mutiles guerre veulent l augmentation pension sort calculee taux 1 80 gouvernement commission finances plaident 1 70 oser mm harriet clemente pensent c evident 1 650 suffiraient largement l objet debat d hier 1 ete demontre coefficient exige mutiles correspondait peine l augmentation prix vie ailleurs bien credits necessaires passeraient maximum prevu budget commission gouvernement declare vouloir limiter line s agissait mutiles pensee m clemente m harriet souleve difficultes depouillees precautions verbales l imagine pathetiques soient c interventions ministre ef chef gouvernement deconseillent formellement donner gain cause anciens combattants fit difficultes s agit traitement fonctionnaires fe rappel gouvernement actuel commis fautes lourdes inquietant propos inconsideres catholiques d place donnant politique romaine germanophile pretexte s exercer finalement accordant catholiques alsaciens lorrainsun regime d exception manifestations d incoherence l encontre l interet francais za situation l place ef lorraine commandait periode transition maintien d ambassadeur vatican fallait conserver rome ambassadeur france traiter affaires religieuses l place lorraine moment l ambassadeur france cede tendances politique romaine autriche maniere place agglutinements clericaux rumeurs d autonomie question l ambassade can n religieuse francaise ete sacrifies l eclair m harriet incommengs table vanite cru qu sin surfer contre saines lois ia bo litige francaise realiste prend contre present cruel revanche ll simplement crime voie l imbecillite question d place lorraine riait d traitee serieusement infiniment doigte misere ble inconscient guest harriet vient compliquer tribune denonce separatistes gui s abritent autels sacres combattre sournoisement not pays jeu destituans l ambassadeur vatican bof d charge d affaires province retrouvees 4 l humanite n oublions maniere pose probleme maroc france capitaliste ans conquete militaire q pays dirigeants avouent depenses marocaine s elevent mil lards francs d guerre chiffres notoirement faux soldats francais ons l expedition maroc engagee 1904 reclasse ef tripoteur banques ete lune causes guerre 1914 aujourd ans imperialistes entretiennent armee cing hommes reclament accorde l exercice 1925 budget militaire 325 millions produits d emprunts 100 millions men locales 850 millions d milliard mis disposition loyaute megalomane controle menacait semaines envahir rif termes financiers presente question maroc montre paysqueces tentai nes millions preleves dansles poches ouvriers ef paysans france servaient go enrichir re gains banque paris pays satellites filiales ef succursales cite noms deputes administrent affaires marocaine reponse messieurs parvenus dernier degre legal avion patriotique fletri langage honteux indigne chambre antifrancais politique vol spoliation tuer 12 000 soldats maroc reproche d exciter marocains tirer francais demandons fraterniser reclamons l evacuation maroc arabes maitres
15,15,15,"Cose andate, di Juvan Petru Lucciardi",Dumenicu Carlotti,article,cos,musa iuvan petru lucvintina empie corsica strofe alate prose chiare armoniosu tesoru criscendu ogne annu face delizie populu leghie sapendu leghie ritene memoria sente ricca preziosa opera amicu appresenta belle macchie verdieghianu sole veranincu mustrendi vecchie cacciate stellate fiurucci diversi occhi latte oru aprenu mudesti casti palpebre lustrate fronda tgalli rivali 1909 vindeetta lilla 191 maria itentile 1912 martiriu santa divota canti corsi 1920 21 eccu mazzuli maio ripostu figliolu divuziunosu curale annantu altare patria chiughi id ramentu sparghienu dulciura sintori magnificheghiamu nobili menti anima corsa unica lingua nata apposta dalli scorgu lingua corsa pila libri libretti lettore fermava pocu imbarrazatu qualessu sceglie oghie muvra apre stangaghiu sceltu pudete gira giar perchi sorte cose fermanu allu abandonu finiscenu ca porghie punta tizzone dia deda cac barretta migia parla cherchera pilone pastore cala amuranza versu mandile capu dicenu cose ch 7 4 nativa pugnenu core dinu patriarca ammusca fiori muscatevi poghi porgu intrata rete ringraziata muora capi bisogni spirituali difficili saranu sudisfatti volenu dassi pena scartula pagine cose andate fatti ricordi sinti vogliu anda duve morti babbu caccaru duve pane stanta frova amaru dimula franca chiudenu arecchie picchiu voce sonu parolle volenu veramente asculta musica canti poghi versi semplicie dilicati esprimenu mane dita fermezza fluidita frischezza mele virgilianu lacrime rerum nisunu snighera artistu tasti manu cagiuleghia santu fervore sola esiliata santu petru cialamella riboga cantalena lezzione altra sculari splendidu esempiu travagliu tenace meriteria segnu ricunuscenza corsica avutu tempu mette curone uguiloru capu pueti alo bramosu aggusta mele sauritu dia pena serelle andate merollu tanti iorni cari corsa parturisce tempi pra campi granu facciu sbagliu pone cose andate cose andate dodeci dodeci apostuli lumera accesa ultima saluta zenu accollu fiaschettu cintu vede roc cia lingua allicculallu vede fornu apre bocca larga mascherosa sintentu tarata stacciu chiccara discorre pianu pianu cua fallet curiosu cunosce el andate pueta intese chiacchiera lagnassi cuntera ell statu cummossu umili discorsi vinera anca lagrima occhi igne sottu sminticaghine geaerazione trista infinitamente lagnu cose balatanu chiame ter tandu corsu uto ensaci notte iornu ditti paterna fe vogliu ritornu ogliu zappa terre rifa novu fornu ricordj
16,16,16,UN SOGNU,G. di la Grotta,poesie,cos,aer lunga riga vidi venir traendo guai ombre portate detta briga dante tandu m tenneru giovinettu corsica inparaya lasterid inciucciulitu lettu facia ricorre gloria m adurmintai memoria rimbombonu colpi schioppettu fugghia nera fume vittoria vidi omi sangue sinu pettu golu curria rossu intorbidatu versu marana scemmu spaventatu grossu miglior sangue cirnese mezzu campu tormenti liberta sorse massa morenti l ale purpurine celu stese
17,17,17,LETTERA A PIANELLACCI,Maistrale,lettre,cos,cari amici pincu fratellu pincu avarebbe cuncurrente tinente guerra vole golle pocu asgiu aversariu mica ricuniscenza luna virtu pianellu eju ricordu tempu quaniu vostru merru m scrittu ricumanda paisani allucazione tandu scrisse san paulu tucca anci numici quantu ajacciu ricivutu lettare ricuman dazione inu faltru quil altru visite contra visite rinsignamenti prefettura omu core serviziu intilligente stimatu corsica parlara frazione piccula bera pagara cua muneta lvingratitudine pincu merru mudellu giurnali ricunisciu pincu gran pueti corsi scornu cantanu canzone rinumatu onoratu pincu ell merru mancu furtuna onestu mudestu pinsatu ca stessu parlara pianellu seguiti falza strada alo cumpari intuppate muschettu gridate evviva pincu cumpare pincu ritte cumare agguantate pulindaghiu colpi tapezzu scurdatu ene suldati morti vinite raminta belle azione diu merru cunsulazione famigliole pinsione munumentu n firiti bisognu ricumandazione ave vostru drittu tinite ingrandate pincu omi infuenti corsica pastori sete minacciati arbatici roquefort tinite forte merru babbu puvar domi vittoria lara lara pincu triunfa lara lara
18,18,18,Lettera mandata da un corsu a un altru corsu,Francescu R.,lettre,cos,moita 22 lugliu 1924 ghiuvanni s lione caru amicu corsi avissinu cuntinuatu vive sobria frugale nanzani oghie sicuramente camperebbenu megliu serianu felici felicita relativa vera felicita saviu felicita quan tunque ferebbe gioia giovanu rumanticu delizie gh gh rousseau mudernu disgraziatamente micca cumune mortali riodu storia cumporta inde omu generu speciale ubbidisce inevitabilmente leggi evoluzione disideriu miglio materiale cunfortevule spinge omu nanti strada prugressu prugressu aumentanu proprii bisogni cerca costu suddisfa corsi populi europa ala antica corsu populi generu mudificava parallellamente prugressi materiali civilizzazione prugressi attuati renduti affettivi cura guverni suprani vigilenti isulani generu mudificaya detti prugressi sianu resi effettivi gu vernu francese altre parule lorchi publichi puteri francia prucedianu veghiavanu ingrandimentu porti pertura numerosi stradoni costruzione linie ferruviarie stabilimentu linie navigazione marittime rapide pocu costose creazione banche creditu formazione infine riformazione raprisenta grossi organismi produzione corsica publichi puteri cose modu rudimentale quandi dispettu sensu verita sfidu populu umondu pode mezzi archaici 0 novi embriunali diproduzione pusside mu riu parlatti organizzazione difettosa servizj ferruviarij dia poverta reta ferrata parlatti nemenu servizj navigazione fraissinet qualine sai altrettantu veneraghiu subitu strade costituiscenu mezzi principali essenziali cumunicazione interiore cundizione indispensabile sviluppu regulare cummerciu locale supponendu linie ferruviarie marittime sianu perfette puntu vista ponu veramente inne picculu cum ghiovacci cummerciu esteriore nanz cummerciu esteriore passa cummerciu internu primu funzione secondu stessu funzione quantita qualita strade pussede strade importanu belli rapidi servizj navigazione belli rapidi servizj ferruvie strade costituiscenu quistione vitale ecunumia corsica strade mancanu strade cuntrastu cagione diretta immediata situazlone lamentevule trova ghie cagione emigrazione intensa addebulisce tomba corsica capisce assenza numeru sufficiente strade trafficu pievea pieve necessariamente nullu cunseguenza produzione ridotta semplice espres sione produce ecume soli prodotti natura travagliu bastanu suddisfacci corsu micca vive fagioli castagne cerchera privatu ell numerariu indispensabile impussibilita cummercia cerchera dicu prezzu procurassi preziosu danaru permettera vive larga dolce cerchera altru travagliu timuneratu rimunerazione porra pruvede infine almenu novi bisogni usciua salvamentu apertu guvernu francese questu insistenza offre travagliu speratu rimunerazione disiderata corsu infelice aprenu spalancate porte caserma amministrazioni francesi custi iscambiu travagliu pocu fastidiosu ricevera pane cotidianu trovera mezzu vive dolce spenserata sine sessantina dupu pensione ritirata permettera passa vecchj jorni tranquillamente core pace ventre suddisfattu corsica spopuleghia pocua pocu manu manu paesi biotanu manu manu corsica more guvernu bricconi leia braccie cunsidera spettaculu occhiu placidu bor ghese tecchiu strade sola causa situazione altre vogliu anticipa utempu parlanne diceraghiu prossima lettera vie cumunicazione pieve moita addio
19,19,19,Guerra,A. F. Tristani,poesie,cos,ladru arrubbassi danaru riccone avaru sguadru riccu infamu accorse chiappo sachettu corse ladrone dino scalza collendu caterazza trova padrone nasce chjppa scappa capi monte pinn piattaiella giranu cappa 0 nanti tettu falla colla tira altru molla sachettu bella inferagati ume cani adoprendu pedi mani stanu oru imbrecciagati riccu stancu ba cede battaglia ladru sbaglia perde pede ingutuppati cincinonu ghiumelli tettu scalelli sbuchionu torbidore discotsu nimu accorsu vincitore guerra nunda riguerra
20,20,20,L'Anima di u Mulinu,Dikie di Sant'Andria,poesie,cos,poema prosa pasquale luciani mulinelli sepale chiosi tempi eranu dodeci infilarati fiume cantavanu notte ghiornu canzona pane oghie spenti ultimu ferma macine statuu mulinu biancu pasqualoni guerdavanu padre figliu ziu pasqualone bulia tene capu minottu francia averebbe vintu notte marzu morte junta truvallu nanti lettu cannicciuli adduveellu durmia pedi focu addurmintatu sonnu eternu vultatu chiave lusciu nu quarcinile asciuttu nidu malacella piazza nata erba folta mantellu verde smarri ricordu piattatu emani innamurate piattatu fatale duveu traditore matra culpitu morte sullatu paoli qualchi estate vede vene coppiu vinti piazza mulinu andate puru pienghie ricordi venenu scullaghiate scullaghiati fassi toccu flirt nu asulitudine balla nanti erbaccia abulitu passatu tango neurastemicu java sfacciata pratalina facenu dancing acellucce cal barila porta vistu sorte tanle faciture chiosa mu saperalle nimu mulinucciu caru fole conte sotti to tettu cantu ancinelli parabule inulinaghiu buggie innucenti adore santu castagna granu adore rifiata fiacchi mulinucciu biancu riposi gioia andata to to porta core chiosu penna to canalone legnu vole scrive vanu nanti celu muvente ultima fola mu linaghiu
21,21,21,Lettara di u Castellare,Martinu Appinzapalu,lettre,cos,caru cumpare cuntava pronta risposta lettara aiacciu tempu para monti paro intenzione ralegru vostru ritornu mare campu lighiendu meraculi facia prete chiappini arrangendu osse tronche diceraghiu passemu malgradu grip pa corre inguernu statu mezu veranu veranu cumencia tende vela sole marzulinu speremu clemente alburu particulare alimea presenta bonissime cundizione alimea speranza corsica avale amandulu loghi fiuritae bella cac rambelle allonganu amandu lluccie picciulate nunda vedele ingrussa v appiccicanu fiera brama mordeci belli denti statu iorni scorsi saluta surelle ballanu ale argentu onde cristalline fiumaltu fiumaltu fala orezza sboocca fulelli aprendu vistu poghe truite vecchia vistuta bianchigiulume perle m adducchiatu luntanu m fiverenza vulia chiama puru uto cumpare bastanu incrocchi pensu veramente sigriore passate stacci ritornu dopu marchia fiuminalettu versu castellare fiuminale firmai indi incantu vista friscuraze gioia mustra tisuranze stese alimeie alive pulloni giardini fondu canta vaglinu increstulatu longhi piobbi ae penne propiu pettu piena grazia maesta presenta cullina castellare iso pogghi capellu case giranu bastia mantellu veranincu risplende l ar ba diggia alta sotti alburame parsichi fiore zuccarine biansi spassieghjanu fave trai curdorni prutettori l articcioc stradone attacca frigettu biancu mezu verde j cullana mare vicinu tigne orizonte imimensu viulettu bisognera vo vegate PS2bleau magnificu parlemu diceraghju chiese maio san brancaziu pucucciu luntana regna pra piaghja altra margherita nantu cresta infelice tettu sprefundata quandu prete messa cantera terza san bastianu capella esi allu istrettu mudestamente meze case accantu campanile ghielosu campanile sfida san bastianu troppu chiuga cuntene populazione vurria allungalla diceraghiu dino piazze capu casamenti furmavanu 1 anticu castellu furtificatu datu nome castellare trova piazza fiori tempi itempi eranu fiori oghie fiurisce fornu scogliu nudu scornu centrale donne tenenu riunione argumentanu discutenu infilanu discorsi ca mara deputati altra piazza spaziosa san bastianu giuventu canta balla sona iornu notte eiu dipunta finestra sentu corncerts pare opera piazza santa margherita crocevie stradoni vanu sor bu penta m dettu senatori posta giandarmeria pueta maschetti ruine chiesa funtana monumenti formanu quadru ultime nutizie francia universu sparte cunusciute cummentate piazza omi leghienu giurnali tastanu polzu pulitica momentu pulitica cede passu lucale cerbelli vultulieghianu altru tribbiu sicutru facenu altrettantu impastatu levitu mandanu pariggi velenu isula paoli canzona longa finiscu scartafacciu salutemi cummare scurdava dibbi prestu manderaghiu stampadore quell manuscrittu ra prontu certificati cumplimenti sinceri cumpare
